userid, password,residence_state, high_school_name, high_school_city, high_school_state,GPA, college_class,major_1,major_2, SAT_math, SAT_EBRW, ACT_English, ACT_math, ACT_reading, ACT_science, ACT_composite, SAT_literature, SAT_US_hist, SAT_world_hist, SAT_math_I, SAT_math_II, SAT_eco_bio, SAT_mol_bio, SAT_chemistry, SAT_physics,num_AP_passed
user892,Password!892,MS,The Mississippi School for Mathematics and Science,Columbus,MS,3.8,2025,Cytotechnology/Cytotechnologist,,750,730,32,35,31,33,33,,,,,,,,,,5
user893,Password!893,GA,Walton High School,Marietta,GA,3.8,2024,Russian Studies,,740,780,32,34,30,33,32,,,,,,,,,,3
user894,Password!894,WI,Whitefish Bay High School,Whitefish Bay,WI,3.7,2026,Russian Language and Literature,,710,760,33,31,33,33,33,,,,,,,,,,3
user895,Password!895,CO,Fairview High School,Boulder,CO,3.8,2025,Scandinavian Studies,,750,770,34,32,33,33,33,,,,,,,,,,4
user896,Password!896,OH,Madeira High School,Cincinnati,OH,3.8,2026,Landscape Architecture,,780,750,32,34,33,33,33,,,,,,,,,,4
user897,Password!897,TX,Carroll Senior High School,Southlake,TX,3.8,2025,Welding Technology/Welder,,780,770,31,33,33,33,33,,,,,,,,,,3
user898,Password!898,OH,Madeira High School,Cincinnati,OH,4,2024,Mathematical Statistics and Probability,,830,750,32,33,33,33,33,,,,,,,,,,3
user899,Password!899,KY,The Gatton Academy,Bowling Green,KY,3.9,2024,Bilingual and Multilingual Education,,750,710,32,34,35,33,34,,,,,,,,,,4
user900,Password!900,GA,Walton High School,Marietta,GA,3.8,2027,Occupational Therapy/Therapist,,750,740,35,31,32,33,33,,,,,,,,,,3
user901,Password!901,MO,Parkway Central High School,Chesterfield,MO,3.2,2024,Communication,,590,510,19,22,20,21,21,,,,,,,,,,0
user902,Password!902,TX,Carroll Senior High School,Southlake,TX,2.8,2024,Forest Management/Forest Resources Management,,520,540,20,21,19,19,20,,,,,,,,,,0
user903,Password!903,MA,Lexington High School,Lexington,MA,3.2,2025,"Human Development, Family Studies",,540,560,20,19,19,17,19,,,,,,,,,,0
user904,Password!904,WI,Whitefish Bay High School,Whitefish Bay,WI,2.9,2025,Ballet,,510,520,20,15,18,19,18,,,,,,,,,,0
user905,Password!905,GA,Walton High School,Marietta,GA,3.2,2026,Anthropology,,550,540,19,18,20,20,19,,,,,,,,,,0
user906,Password!906,NC,North Carolina School of Science and Mathematics,Durham,NC,3.2,2026,Astronomy,,530,530,18,18,21,18,19,,,,,,,,,,0
user907,Password!907,NH,Hanover High School,Hanover,NH,2.8,2024,International Public Health/International Health,,530,520,19,18,19,18,19,,,,,,,,,,0
user908,Password!908,NY,Brooklyn Technical High School,Brooklyn,NY,3.2,2026,African-American/Black Studies,,520,580,19,17,19,21,19,,,,,,,,,,0
user909,Password!909,KY,The Gatton Academy,Bowling Green,KY,3.1,2026,Animal Sciences,,510,510,18,19,19,15,18,,,,,,,,,,0
user910,Password!910,MS,The Mississippi School for Mathematics and Science,Columbus,MS,3,2026,"Business, Management, Marketing",,500,550,17,19,19,16,18,,,,,,,,,,0
user911,Password!911,AR,Haas Hall Academy,Fayetteville,AR,3.4,2026,Aquatic Biology/Limnology,,540,490,23,19,19,20,20,,,,,,,,,,0
user912,Password!912,NH,Hanover High School,Hanover,NH,3.2,2025,Bilingual and Multilingual Education,,520,550,19,18,20,20,19,,,,,,,,,,0
user913,Password!913,AZ,BASIS Tucson North,Tucson,AZ,3.2,2026,Trade and Industrial Teacher Education,,520,560,19,20,18,21,20,,,,,,,,,,0
user914,Password!914,AZ,BASIS Tucson North,Tucson,AZ,3.2,2024,Ecology,,530,500,18,18,20,19,19,,,,,,,,,,0
user915,Password!915,AZ,BASIS Tucson North,Tucson,AZ,3.2,2026,Cognitive Science,,510,500,20,21,20,20,20,,,,,,,,,,0
user916,Password!916,WA,Bellevue High School,Bellevue,WA,3,2027,Molecular Biology,,550,560,18,18,20,19,19,,,,,,,,,,0
user917,Password!917,NM,Volcano Vista High School,Albuquerque,NM,3.2,2025,Bioinformatics,,560,520,19,21,16,18,19,,,,,,,,,,0
user918,Password!918,SC,Academic Magnet High School,North Charleston,SC,3.2,2027,Organizational Behavior Studies,,540,500,19,18,18,17,18,,,,,,,,,,0
user919,Password!919,CO,Fairview High School,Boulder,CO,3.1,2024,Industrial Engineering,,540,520,20,21,23,17,20,,,,,,,,,,0
user920,Password!920,NY,Brooklyn Technical High School,Brooklyn,NY,3.2,2025,African Studies,,480,540,19,20,18,20,19,,,,,,,,,,0
user921,Password!921,MN,Eagan Senior High School,Eagan,MN,3.2,2024,Tourism and Travel Services Marketing Operations,,510,540,20,17,19,20,19,,,,,,,,,,0
user922,Password!922,MS,The Mississippi School for Mathematics and Science,Columbus,MS,2.7,2027,Soil Science and Agronomy,,550,560,16,19,18,20,18,,,,,,,,,,0
user923,Password!923,CO,Fairview High School,Boulder,CO,2.9,2024,Journalism,,520,530,21,20,20,16,19,,,,,,,,,,0
user924,Password!924,TX,Carroll Senior High School,Southlake,TX,3.1,2025,Labor Studies,,490,540,18,20,16,17,18,,,,,,,,,,0
user925,Password!925,CA,Canyon Crest Academy,San Diego,CA,2.9,2026,Philosophy,,500,550,20,17,20,16,18,,,,,,,,,,0
user926,Password!926,WA,Bellevue High School,Bellevue,WA,3.3,2027,Culinary Science/Culinology,,550,520,19,20,20,19,20,,,,,,,,,,0
user927,Password!927,OH,Madeira High School,Cincinnati,OH,3.4,2025,Environmental Design/Architecture,,550,550,17,20,18,17,18,,,,,,,,,,0
user928,Password!928,PA,Radnor Senior High School,Radnor,PA,3.2,2026,Forest Management/Forest Resources Management,,530,560,18,22,19,17,19,,,,,,,,,,0
user929,Password!929,IL,Illinois Mathematics and Science Academy,Aurora,IL,3,2025,Plant Sciences,,550,560,19,21,20,19,20,,,,,,,,,,0
user930,Password!930,CA,Canyon Crest Academy,San Diego,CA,3.2,2027,Printing Management,,530,540,19,17,17,19,18,,,,,,,,,,0
user931,Password!931,VA,McLean High School,McLean,VA,2.9,2026,Evolutionary Biology,,540,520,23,20,21,19,21,,,,,,,,,,0
user932,Password!932,AL,Mt Brook High School,Mountain Brook,AL,3.1,2024,Business/Commerce,,540,520,16,18,18,18,18,,,,,,,,,,0
user933,Password!933,NH,Hanover High School,Hanover,NH,3.1,2027,Sports Communication,,520,520,20,20,19,19,20,,,,,,,,,,0
user934,Password!934,MI,International Academy,Bloomfield Hills,MI,3.1,2027,Soil Science and Agronomy,,550,570,20,19,18,17,19,,,,,,,,,,0
user935,Password!935,NH,Hanover High School,Hanover,NH,3.1,2027,International Agriculture,,530,510,19,17,20,19,19,,,,,,,,,,0
user936,Password!936,NC,North Carolina School of Science and Mathematics,Durham,NC,3.2,2026,Sports Studies,,510,510,17,16,17,18,17,,,,,,,,,,0
user937,Password!937,TX,Carroll Senior High School,Southlake,TX,2.7,2026,Autobody/Collision and Repair Technology/Technician,,540,520,21,18,20,20,20,,,,,,,,,,0
user938,Password!938,MN,Eagan Senior High School,Eagan,MN,3.1,2024,Applied Economics,,520,500,19,17,17,20,18,,,,,,,,,,0
user939,Password!939,KS,Blue Valley North High School,Overland Park,KS,3.2,2027,South Asian Studies,,540,490,16,18,20,21,19,,,,,,,,,,0
user940,Password!940,NC,North Carolina School of Science and Mathematics,Durham,NC,3.4,2026,Technical Theatre/Theatre Design and Technology,,510,550,18,20,18,20,19,,,,,,,,,,0
user941,Password!941,WI,Whitefish Bay High School,Whitefish Bay,WI,3.1,2026,Asian History,,510,510,19,20,18,20,19,,,,,,,,,,0
user942,Password!942,SC,Academic Magnet High School,North Charleston,SC,3.2,2027,Vision Science/Physiological Optics,,580,540,18,17,17,21,18,,,,,,,,,,0
user943,Password!943,KS,Blue Valley North High School,Overland Park,KS,3.2,2024,Sculpture,,500,540,19,19,21,20,20,,,,,,,,,,0
user944,Password!944,MN,Eagan Senior High School,Eagan,MN,3.2,2024,Family Resource Management Studies,,530,520,19,20,18,19,19,,,,,,,,,,0
user945,Password!945,WA,Bellevue High School,Bellevue,WA,3,2024,Latin Teacher Education,,540,510,20,22,21,19,21,,,,,,,,,,0
user946,Password!946,MA,Lexington High School,Lexington,MA,2.9,2024,Public Relations/Image Management,,550,520,18,19,17,21,19,,,,,,,,,,0
user947,Password!947,PA,Radnor Senior High School,Radnor,PA,3.3,2027,Hebrew Language and Literature,,560,550,20,18,20,18,19,,,,,,,,,,0
user948,Password!948,MS,The Mississippi School for Mathematics and Science,Columbus,MS,3.2,2024,Philosophy and Religious Studies,,530,570,18,21,20,17,19,,,,,,,,,,0
user949,Password!949,TX,Carroll Senior High School,Southlake,TX,3,2024,Cell/Cellular Biology and Histology,,520,540,19,20,18,19,19,,,,,,,,,,0
user950,Password!950,PA,Radnor Senior High School,Radnor,PA,3.2,2024,Natural Resources Management and Policy,,510,570,16,19,20,19,19,,,,,,,,,,0
user951,Password!951,PA,Radnor Senior High School,Radnor,PA,3.1,2024,Secondary Education and Teaching,,510,530,18,20,20,20,20,,,,,,,,,,0
user952,Password!952,WI,Whitefish Bay High School,Whitefish Bay,WI,3.1,2025,Occupational Safety and Health Technology/Technician,,540,530,20,20,18,21,20,,,,,,,,,,0
user953,Password!953,MI,International Academy,Bloomfield Hills,MI,3.3,2025,International Relations and Affairs,,540,500,20,18,18,19,19,,,,,,,,,,0
user954,Password!954,AZ,BASIS Tucson North,Tucson,AZ,3.3,2024,Humanities/Humanistic Studies,,530,540,18,19,22,20,20,,,,,,,,,,0
user955,Password!955,MA,Lexington High School,Lexington,MA,3.2,2026,Photographic and Film/Video Technology/Technician and Assistant,,510,520,17,20,18,18,18,,,,,,,,,,0
user956,Password!956,VA,McLean High School,McLean,VA,3.2,2025,Journalism,,500,540,18,19,19,16,18,,,,,,,,,,0
user957,Password!957,CA,Canyon Crest Academy,San Diego,CA,3.1,2027,Chemical Physics,,590,550,18,22,19,19,20,,,,,,,,,,0
user958,Password!958,MI,International Academy,Bloomfield Hills,MI,3,2025,Radio and Television,,570,500,18,18,20,20,19,,,,,,,,,,0
user959,Password!959,MA,Lexington High School,Lexington,MA,3.2,2026,Organizational Leadership,,520,540,18,19,19,18,19,,,,,,,,,,0
user960,Password!960,GA,Walton High School,Marietta,GA,3.3,2026,Ceramic Arts and Ceramics,,510,520,17,18,20,19,19,,,,,,,,,,0
user961,Password!961,AR,Haas Hall Academy,Fayetteville,AR,3.2,2026,Asian-American Studies,,500,560,21,18,23,17,20,,,,,,,,,,0
user962,Password!962,SC,Academic Magnet High School,North Charleston,SC,3.3,2024,Scandinavian Studies,,560,490,21,20,19,17,19,,,,,,,,,,0
user963,Password!963,AR,Haas Hall Academy,Fayetteville,AR,3.2,2025,Natural Resources Law Enforcement and Protective Services,,570,520,19,16,19,20,19,,,,,,,,,,0
user964,Password!964,IL,Illinois Mathematics and Science Academy,Aurora,IL,3.1,2026,Social Science Teacher Education,,540,580,15,19,19,19,18,,,,,,,,,,0
user965,Password!965,AR,Haas Hall Academy,Fayetteville,AR,2.8,2024,South Asian Studies,,520,570,20,19,22,20,20,,,,,,,,,,0
user966,Password!966,SC,Academic Magnet High School,North Charleston,SC,3.3,2024,Christian Studies,,560,540,20,20,18,20,20,,,,,,,,,,0
user967,Password!967,NY,Brooklyn Technical High School,Brooklyn,NY,3,2024,"Crafts/Craft Design, Folk Art and Artisanry",,540,500,20,22,20,19,20,,,,,,,,,,0
user968,Password!968,MS,The Mississippi School for Mathematics and Science,Columbus,MS,2.9,2024,Optics/Optical Sciences,,490,540,19,20,18,19,19,,,,,,,,,,0
user969,Password!969,CA,Canyon Crest Academy,San Diego,CA,3.3,2026,Financial Planning and Services,,580,500,19,18,20,16,18,,,,,,,,,,0
user970,Password!970,NY,Brooklyn Technical High School,Brooklyn,NY,3.2,2026,Biostatistics,,510,560,19,19,18,19,19,,,,,,,,,,0
user971,Password!971,WI,Whitefish Bay High School,Whitefish Bay,WI,3.1,2027,"City/Urban, Community and Regional Planning",,520,550,21,17,19,19,19,,,,,,,,,,0
user972,Password!972,NH,Hanover High School,Hanover,NH,3.4,2024,Nursing Administration,,510,510,19,20,22,20,20,,,,,,,,,,0
user973,Password!973,SC,Academic Magnet High School,North Charleston,SC,3.3,2024,School Librarian/School Library Media Specialist,,530,560,20,19,18,20,19,,,,,,,,,,0
user974,Password!974,NY,Brooklyn Technical High School,Brooklyn,NY,3.3,2025,Exercise Physiology,,570,550,17,20,20,18,19,,,,,,,,,,0
user975,Password!975,IL,Illinois Mathematics and Science Academy,Aurora,IL,3.1,2027,Child Care and Support Services Management,,490,550,19,18,18,20,19,,,,,,,,,,0
user976,Password!976,VA,McLean High School,McLean,VA,3.1,2025,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies",,540,510,19,18,21,18,19,,,,,,,,,,0
user977,Password!977,NY,Brooklyn Technical High School,Brooklyn,NY,3.2,2025,"Fiber, Textile and Weaving Arts",,500,490,19,18,20,21,20,,,,,,,,,,0
user978,Password!978,AZ,BASIS Tucson North,Tucson,AZ,2.9,2025,Political Communication,,590,540,20,18,20,18,19,,,,,,,,,,0
